objectID,userID,objectType,broadperiod,rightCorner,collection,museumCollection,site,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-51190,433,Leaf shaped sword; hilt frag. + 1 joining blade frag.,Bronze Age,IVa,"Private Collection,1923,G. Smith Esq.",Private Collection,"England,Thames,Berkshire,Tilehurst,R. Thames",England,Berkshire,"Tilehurst, West Berkshire, UK",51.4579351,-1.057073356184830,,,,,283,"blade 42; hilt 46, 37",,315.39,Pale green in places.,Much encrusted with lime.,blade 6,,,,Broken in 2 pieces. Blade is bent. Four rivets remain.,,,Joellen McGann,https://farm2.staticflickr.com/1473/23826916589_5567f075de_b.jpg,https://farm2.staticflickr.com/1473/23826916589_5567f075de_b.jpg,https://www.flickr.com/photos/115096994@N02/23826916589,superuser,ThamesSwords
BAI-51199,433,Sword Erbenheim,Bronze Age,c3; Ia,"London Museum, A.22",Museum of London,"England,Thames,London,Battersea",England,Greater London,"Battersea, London Sw11, UK",51.465339,-0.1801042,,,,,221; 452,47,,255; 538,Brown patina.,Fairly smooth.,9,,,,In two pieces. Flanged hilt. 10 rivet holes.,"J.D. Cowen, P.P.S., 1987, No. 9","Inacc.,Drilled 3/2/65",Joellen McGann,https://farm2.staticflickr.com/1591/23826910999_703d71b0b9_b.jpg,https://farm2.staticflickr.com/1591/23826910999_703d71b0b9_b.jpg,https://www.flickr.com/photos/115096994@N02/23826910999,superuser,ThamesSwords
BAI-51217,433,Sword,Bronze Age,A,"Kingston Public Library,Roots Collection,748",Kingston Public Library,"England,Thames,Surrey,Kingston,From the Thames",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,,537,hilt 35; blade 30,,,Brown patina,rubbed,7,,,,"4 rivet holes, 1 rivet. Point bent.","Surrey Archaeological Colln. Vol. LXI, 1964, pp. 3-4, pl. II","cf. ? Dich. Man. II, 1, 203 fg. 62,5",Joellen McGann,https://farm2.staticflickr.com/1654/23826899499_32d8fe9ea5_b.jpg,https://farm2.staticflickr.com/1654/23826899499_32d8fe9ea5_b.jpg,https://www.flickr.com/photos/115096994@N02/23826899499,superuser,ThamesSwords
BAI-51218,433,Sword,Bronze Age,IVb,"Kingston Public Library,Roots Collection,749",Kingston Public Library,"England,Thames,Surrey,Kingston,From the Thames",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,,426,hilt 57; blade 33,,,Golden brown patina with black stains.,,7,,,,8 rivet holes. Point broken,"Surrey Archaeological Colln. Vol. LXI, 1964, p. 4, Pl. II.",,Joellen McGann,https://farm2.staticflickr.com/1673/23826898879_eee2b5424c_b.jpg,https://farm2.staticflickr.com/1673/23826898879_eee2b5424c_b.jpg,https://www.flickr.com/photos/115096994@N02/23826898879,superuser,ThamesSwords
BAI-51222,433,Sword,Bronze Age,IV,"1915,The property of Mr. Maycook, 15 Spencer Rd., Putney,Vize Collection 2592,from the collection of Cecil Brent, F.S.A.",Private Collection,"England,Thames,London,River Thames",England,Greater London,"London, UK",51.5073219,-0.1276474,,,,,209,"hilt 28, 34, 59; blade 30",,219.7,Brownish patina on handle + part of blade only.,,"9.25, 8",,,,,,,Joellen McGann,https://farm2.staticflickr.com/1522/23826895699_ef2f65b91b_b.jpg,https://farm2.staticflickr.com/1522/23826895699_ef2f65b91b_b.jpg,https://www.flickr.com/photos/115096994@N02/23826895699,superuser,ThamesSwords
BAI-51230,433,Sword - Ballintober type,Bronze Age,C,"London Museum, 49.107/813,Lloyd Collection: deposited on permanent loan by Richmond Borough Council, December 1949.",Museum of London,"Thames,Middlex.,Shepperton,October 1887",England,,"Shepperton, Surrey, UK",51.3957695,-0.448532,,,10,1887,463.5,butt 44,,,,,,,,,"Blade has mid-rib. Four rivet-holes in hilt, one retaining its rivet, another blocked.","Ant. J., VII, 296,For Ballintober type, see Hodges, in Ulster Journal of Archaeology, XIX, )cg. 56)","OK,J.K. Macdonald",Joellen McGann,https://farm2.staticflickr.com/1668/23826892829_e3ed730fa3_b.jpg,https://farm2.staticflickr.com/1668/23826892829_e3ed730fa3_b.jpg,https://www.flickr.com/photos/115096994@N02/23826892829,superuser,ThamesSwords
BAI-51231,433,Sword,Bronze Age,IIIc,"Reading Museum, 12:57,T.C.B. Coll.",Reading Museum,"Thames,Middx.,Bell Weir,Nr. Staines,Dredged from the Thames just above Bell Weir",England,,"Bell Weir Cl, Staines, Windsor And Maidenhead Tw19 6hf, UK",,,,,,,,,,,"Dark green in patches, otherwise unpatinated.",Excellent.,,,Bronze,,Perfect condition. No rivets remain in the hilt. Edges are extremely sharp except for two small recent indentations made by the dredger.,,J. Wymer,Joellen McGann,https://farm2.staticflickr.com/1605/23826892519_e37da12cfa_b.jpg,https://farm2.staticflickr.com/1605/23826892519_e37da12cfa_b.jpg,https://www.flickr.com/photos/115096994@N02/23826892519,superuser,ThamesSwords
BAI-51235,433,Sword,Bronze Age,IVa,"Collection of Dr. A. Relph,Sold at Sotheby's June 7, 1936,Lot 38 (sold for 4-5-0)",Private Collection,"England,Thames,Surrey,Richmond,R. Thames",England,Surrey,"Richmond, Richmond, Greater London, UK",51.4613531,-0.3032767,,,,,540,Pommel 31; Shoulders 40; Blade 35,,,Dark brown patina,Very smooth + in good condition,7,,,,"Except for notches chipped out of the edges, in perfect condition: These notches are regular + V shaped + have been made in ancient times, the notch on the inner side of them is of the same dark brown patina as the sword. They have the appearance of having been made deliberately.  Nine rivet holes: three down centre of hilt, three on each shoulder. The midrib of blade continues in the form of a pointed elevation up to the lowest rivet hole in the hilt. Edges of hilt are flanged and two flanges run (from top of hilt, nearly to its face) between the side flanges + the rivet holes. In addition, the two smaller flanges run between these two, for the distance between the uppermost rivet hole + the top of the hilt.",,"""B.25 R. Thames"" in white ink by ricasso notches.",Joellen McGann,https://farm2.staticflickr.com/1636/23826890489_4c953be6c2_b.jpg,https://farm2.staticflickr.com/1636/23826890489_4c953be6c2_b.jpg,https://www.flickr.com/photos/115096994@N02/23826890489,superuser,ThamesSwords
BAI-51237,433,Sword,Bronze Age,VI,"Royal Scottish Museum, Edinburgh,Reg. No. 1907.231","Royal Scottish Museum, Edinburgh","England,Middlesex,Isleworth,Thames,Found on late Celtic site",England,Greater London,"Isleworth, Greater London, UK",51.4683558,-0.3263111,,,,,702,32,,800,dark bronze colour,in good condition,5,,,,"Sword, bronze, two rivets remaining in rivet holes of hilt. Late bronze age (transition).",,,Joellen McGann,https://farm2.staticflickr.com/1661/23826889419_f43d66922c_b.jpg,https://farm2.staticflickr.com/1661/23826889419_f43d66922c_b.jpg,https://www.flickr.com/photos/115096994@N02/23826889419,superuser,ThamesSwords
BAI-51240,433,Sword,Bronze Age,VI,"Brentford Public Library,Layton Collection 01353,London Museum",Museum of London,"England,Thames,Middlesex,Brentford,Off ""Old England"" above Great Western Docks.,Bed of Thames,August 1864",England,Greater London,"Brentford, Greater London, UK",51.4863958,-0.3216623,,,8,1864,711,"blade 30.5; hilt plate 57, 31.5",,,Bronze with black stains. Golden bronze shows.,,"blade 8, 11; hilt about 3mm thick",,,,"Good condition. 6 rivets - the heads are marked as shown. The hole at end of hilt is indicated, but not pierced. Hilt is flat + of even thickness.",,,Joellen McGann,https://farm2.staticflickr.com/1486/23826887919_923d830285_b.jpg,https://farm2.staticflickr.com/1486/23826887919_923d830285_b.jpg,https://www.flickr.com/photos/115096994@N02/23826887919,superuser,ThamesSwords
BAI-51263,433,Sword,Bronze Age,IVa,"Reading Museum 24:47,T.C.B. Collection",Reading Museum,"Berks.,Thames,Wagrave,Dredged from the Thames",England,Berkshire,"Wargrave, Reading, Wokingham Rg10, UK",,,,,,,,,,,Green-brown,Good,,,Bronze,,Very good condition. Tip missing (recent break). No rivets remain in the hilt.,,J. Wymer,Joellen McGann,https://farm2.staticflickr.com/1657/23826873449_a97393dfef_b.jpg,https://farm2.staticflickr.com/1657/23826873449_a97393dfef_b.jpg,https://www.flickr.com/photos/115096994@N02/23826873449,superuser,ThamesSwords
BAI-51268,433,Sword Continental Type,Bronze Age,Other,"Museum of London,Guildhall Museum,Catalogue p. 2 no. 10",Museum of London,"England,Thames,London (Thames)",England,Greater London,"London, UK",51.5073219,-0.1276474,,,,,366,33,,326.02,Slightly pitted patina,Yellowish,7,,,,,,"cf. milling on S. Geman - Kent Bronzegeist 1926, T XIV 2, viz on Rixheim type; viz. this although with leaf-shaped blade must be Rixheim derived? French",Joellen McGann,https://farm2.staticflickr.com/1692/23826870239_f10170633c_b.jpg,https://farm2.staticflickr.com/1692/23826870239_f10170633c_b.jpg,https://www.flickr.com/photos/115096994@N02/23826870239,superuser,ThamesSwords
BAI-50269,433,Sword,Bronze Age,IIb,"Society of Antiquaries,Burlington House,Roots Collection",Society of Antiquaries,"England,Surrey,Kingston,found in Blue Clay under 9 ft. of gravel,1852",England,Surrey,"Kingston Upon Thames, Greater London, UK",51.4096275,-0.3062621,,,,1852,687,"blade 42.5, 42; hilt 61, 25.5, 38",,642.6,Blackish grey patina golden bronze showing through.,Smooth. Sandy earth adheres to hilt.,Blade 5 & 9,,Bronze,,Well preserved. Blade slightly bent towards the point.,,,Joellen McGann,https://farm1.staticflickr.com/601/23659035055_209e4ecb22_b.jpg,https://farm1.staticflickr.com/601/23659035055_209e4ecb22_b.jpg,https://www.flickr.com/photos/115096994@N02/23659035055,superuser,SwordsPt3
BAI-50283,433,Leaf shaped sword,Bronze Age,,"Colchester Museum,MB CCC LXX, Acton Collection 627",Colchester Museum,Site unknown,,,,56.395,-3.4308,,,,,536,"blade 44; hilt plate 54, 28.5",,559.91,"Some black patina on hilt plate, round the rivets + traces of patina here + there on blade.",Smooth,"1.75, 7.5, 2, 6.5",,,,"The bevels, along edges are very slight indeed. At the point they are sharply defined for about 22mm. Splendidly preserved. Curious incisions, from shoulders of hilt plate to where bevels start on blade edge.",,,Joellen McGann,https://farm1.staticflickr.com/605/23659027655_86b1334998_b.jpg,https://farm1.staticflickr.com/605/23659027655_86b1334998_b.jpg,https://www.flickr.com/photos/115096994@N02/23659027655,superuser,SwordsPt3
BAI-50293,433,Leaf shaped sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, 01340",Museum of London,Locality unknown,,,,,,,,,,616,blade 51.5,,,Slight black patina + bronze.,Small pittings,"blade 10, 11",,,,The rib along hilt + beginning of blade has been filed - all along. Two rivet holes. Broken at hilt - top of blade. Bent.,,,Joellen McGann,https://farm1.staticflickr.com/729/23659022675_810216da81_b.jpg,https://farm1.staticflickr.com/729/23659022675_810216da81_b.jpg,https://www.flickr.com/photos/115096994@N02/23659022675,superuser,SwordsPt3
BAI-50301,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection,O1344",Museum of London,Locality unknown,,,,,,,,,,590,hilt 59; blade 48,,,Golden dirty patina with slt. black stains peat.,"Granulated, slt. pitted.",blade 8,,,,7 rivet holes with 3 rivets. End of hilt and point broken; blade bent.,,,Joellen McGann,https://farm6.staticflickr.com/5691/23659016535_53edd71863_b.jpg,https://farm6.staticflickr.com/5691/23659016535_53edd71863_b.jpg,https://www.flickr.com/photos/115096994@N02/23659016535,superuser,SwordsPt3
BAI-50302,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection,O1345",Museum of London,Locality unknown,,,,,,,,,,545,hilt 49; blade 37,,,Brown patina with black and green stains and patches of iron rust.,"Smooth, slightly encrusted in places, med. green.",blade 8,,,,5 rivet holes with one rivet. Hilt broken. Blade slightly bent below + near hilt.,,Not checked.,Joellen McGann,https://farm6.staticflickr.com/5799/23659016315_2646703418_b.jpg,https://farm6.staticflickr.com/5799/23659016315_2646703418_b.jpg,https://www.flickr.com/photos/115096994@N02/23659016315,superuser,SwordsPt3
BAI-50306,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, 01347",Museum of London,Locality unknown,,,,,,,,,,500,"blade 39; hilt plate 47, 35.5",,,Dirty brown.,"Pitted, slight encrustment on hilt.",blade 5.75,,,,Point broken,,,Joellen McGann,https://farm1.staticflickr.com/630/23659013715_55a9d2a3ca_b.jpg,https://farm1.staticflickr.com/630/23659013715_55a9d2a3ca_b.jpg,https://www.flickr.com/photos/115096994@N02/23659013715,superuser,SwordsPt3
BAI-50316,433,Sword,Bronze Age,IVa,"Brentford Public Library,Layton Collection, O1374,London Museum",Museum of London,"Middx,Locality unknown (probably Brentford)",Isle of Man,,,,,,,,,353,blade 33; hilt plate 46.75,,,Light brownish green.,Slightly encrusted nearly all over on one face. Fairly smooth.,blade 6.75,,,,One rivet. 2 of the rivet holes are filled with small stones.,,Inacc.,Joellen McGann,https://farm1.staticflickr.com/649/23659007455_7a68f93ff7_b.jpg,https://farm1.staticflickr.com/649/23659007455_7a68f93ff7_b.jpg,https://www.flickr.com/photos/115096994@N02/23659007455,superuser,SwordsPt3
BAI-50319,433,Leaf Shaped Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, O1377",Museum of London,Locality unknown,,,,,,,,,,285,"blade 30.5; hilt 47, 29",,,"Brownish, partly covered with pale green patination (softer).",Smooth,blade 7,,,,3 of the rivet holes have not been cleaned - 2 have tiny holes in the centres (7 holes intended),,,Joellen McGann,https://farm1.staticflickr.com/649/23659005855_44bfca725e_b.jpg,https://farm1.staticflickr.com/649/23659005855_44bfca725e_b.jpg,https://www.flickr.com/photos/115096994@N02/23659005855,superuser,SwordsPt3
BAI-50329,433,Leaf shaped sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, 01396",Museum of London,Locality unknown,,,,,,,,,,139,blade 29 1/8; hilt plate 32 3/4,,,,Smooth - except for light coloured earth which is mostly on reverse,blade 8 (nearly); edge of hilt plate 5 3/4,,,,,,,Joellen McGann,https://farm1.staticflickr.com/672/23659001295_88ec14aeab_b.jpg,https://farm1.staticflickr.com/672/23659001295_88ec14aeab_b.jpg,https://www.flickr.com/photos/115096994@N02/23659001295,superuser,SwordsPt3
BAI-50342,433,Leaf shaped sword,Bronze Age,,"Private Collection,1923,A. Henderson Bishop, Esq.,Thornton Hall, Lanarkshire,From Collection,249",Private Collection,Unprovenanced,,,,53.96,-1.0873,,,,,624,"hilt 50, 46; blade 40",,608.8,"black - metal showing faintly in places, a few green stains.",,6 blade,,,,Perfect but for blunt point.,,,Joellen McGann,https://farm1.staticflickr.com/716/23658993495_0f10587a0a_b.jpg,https://farm1.staticflickr.com/716/23658993495_0f10587a0a_b.jpg,https://www.flickr.com/photos/115096994@N02/23658993495,superuser,SwordsPt3
BAI-50285,433,Sword (portion),Bronze Age,,Folkestone Museum,Folkestone Museum,Site unknown,,,,56.395,-3.4308,,,,,102,hilt 17.5; blade 38; shoulders 49,,113.39,Dark green patina just showing.,Fairly smooth. Thin light green matte encrustment nearly all over. Earth adheres round the rivet.,blade 7,,,,,,,Joellen McGann,https://farm1.staticflickr.com/667/23632959006_c455a0653d_b.jpg,https://farm1.staticflickr.com/667/23632959006_c455a0653d_b.jpg,https://www.flickr.com/photos/115096994@N02/23632959006,superuser,SwordsPt3
BAI-50286,433,Leaf Shaped Sword,Bronze Age,,"Hunterian Collection,3106,The University, Glasgow",Hunterian Museum,No locality,,,,,,,,,,408,"blade 30; hilt plate 41, 33",,368,,,,,,,Fair condition,,,Joellen McGann,https://farm1.staticflickr.com/778/23632958516_2823253200_b.jpg,https://farm1.staticflickr.com/778/23632958516_2823253200_b.jpg,https://www.flickr.com/photos/115096994@N02/23632958516,superuser,SwordsPt3
BAI-50287,433,Sword (2 pieces),Bronze Age,,"Horsham, Christ's Hospital,Collection of Mr. S. E. Winbolt, F.S.A.",Horniman Museum,"Unprovenanced,In an unlabelled box",,,,,,,,,,,,,,,,,,,,,"Tebbitt, 1972 - Soc. A. C., 110, 125 no. 2","DF(C); SI; CI,Info. Fiona Marsden, Lewes Museum",Joellen McGann,https://farm6.staticflickr.com/5729/23632957856_800d4acc8f_b.jpg,https://farm6.staticflickr.com/5729/23632957856_800d4acc8f_b.jpg,https://www.flickr.com/photos/115096994@N02/23632957856,superuser,SwordsPt3
BAI-50292,433,Sword,Bronze Age,,"Liverpool Museum, 7391M",Liverpool Museum,Locality unknown,,,,,,,,,,336,blade 35,,318.49,Black patina yellow metal shows in exposed points.,,8 blade,,,,Hilt end missing.,,,Joellen McGann,https://farm1.staticflickr.com/591/23632955876_8b035fcb63_b.jpg,https://farm1.staticflickr.com/591/23632955876_8b035fcb63_b.jpg,https://www.flickr.com/photos/115096994@N02/23632955876,superuser,SwordsPt3
BAI-50297,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection,O1342",Museum of London,Locality unknown,,,,,,,,,,607,hilt 54; blade 32,,,Dark blackish brown bronze. Goof deal thin small soil encrusted on reverse.,with some mud adhering. parts of face overlaid with very thin flat dark gold.,blade 7,,,,2 rivets. Hilt (this rivet hole) and point broken (bent where broken). Blade slt. bent. Edges fairly sharp + very regular.,,Not checked.,Joellen McGann,https://farm1.staticflickr.com/748/23632952596_b0bb2f9054_b.jpg,https://farm1.staticflickr.com/748/23632952596_b0bb2f9054_b.jpg,https://www.flickr.com/photos/115096994@N02/23632952596,superuser,SwordsPt3
BAI-50299,433,Leaf Shaped Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, O1343",Museum of London,locality unknown,,,,,,,,,,305; 264,"hilt 68.25; blade 42.5, 41.5, 44",,,,"Smooth, dark brown bronze, mottled dark golden bronze.","blade 8.25, 7.75",,,,4 Rivet holes. Sharp edges.,,,Joellen McGann,https://farm6.staticflickr.com/5734/23632951146_d6d10434f9_b.jpg,https://farm6.staticflickr.com/5734/23632951146_d6d10434f9_b.jpg,https://www.flickr.com/photos/115096994@N02/23632951146,superuser,SwordsPt3
BAI-50300,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, O1344",Museum of London,Locality unknown,,,,,,,,,,588,blade 48; hilt plate 59.5; hilt end 17.75,,,,"Slightly pitted, dirty golden bronze with slight black stains of patina.",blade 8,,,,Flanged hilt. 3 rivets - 7 rivet holes. Hilt end + point broken: blade bent.,,,Joellen McGann,https://farm6.staticflickr.com/5670/23632950546_ff103f2e16_b.jpg,https://farm6.staticflickr.com/5670/23632950546_ff103f2e16_b.jpg,https://www.flickr.com/photos/115096994@N02/23632950546,superuser,SwordsPt3
BAI-50303,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection,01345",Museum of London,Locality unknown,,,,,,,,,,541,blade 37; hilt plate 49,,,Brown patina with black + green and patches of iron rust.,"Smooth, encrusted slightly in places, medium green.",blade 6.75,,,,"1 rivet, 4 Rivet holes. Slightly bent below + near hilt.",,,Joellen McGann,https://farm6.staticflickr.com/5661/23632948936_9b224a8559_b.jpg,https://farm6.staticflickr.com/5661/23632948936_9b224a8559_b.jpg,https://www.flickr.com/photos/115096994@N02/23632948936,superuser,SwordsPt3
BAI-50305,433,Sword,Bronze Age,,"Mus. London,Brentford Pubic Library,Layton Collection,01346",Museum of London,Locality unknown,,,,,,,,,,533,hilt 32; blade 37,,,Brown + light green patina a little mottled,slt. pitted,blade 6,,,,"Hilt broken, but welded in one place.",,Not checked,Joellen McGann,https://farm1.staticflickr.com/702/23632947586_4362af94bb_b.jpg,https://farm1.staticflickr.com/702/23632947586_4362af94bb_b.jpg,https://www.flickr.com/photos/115096994@N02/23632947586,superuser,SwordsPt3
BAI-50311,433,Sword,Bronze Age,IVa,"Brentford Public Library,Layton Collection, O1362,London Museum",Museum of London,Locality unknown (believed Thames),Isle of Man,,,,,,,,,484,"blade 34; hilt 45, 26",,,Very light drab green patina. Grey mottled on reverse face.,"Smooth, very slightly encrusted.",blade 8.5,,,,"Midrib is not pronounced. 3 rivet holes, another indicated at A (both faces), but not pierced. No rivets.",,,Joellen McGann,https://farm6.staticflickr.com/5746/23632944546_5a778f9ae1_b.jpg,https://farm6.staticflickr.com/5746/23632944546_5a778f9ae1_b.jpg,https://www.flickr.com/photos/115096994@N02/23632944546,superuser,SwordsPt3
BAI-50336,433,Sword,Bronze Age,IVa,"Smith Institute, Stirling,(From Dr. Patterson's Collection),Cat. No. A.M.a1","Smith Institute, Stirling","Scotland,(Probably from Abbey Crang, near Sterling)",Scotland,,"Abbey Craig, Stirling, Stirling, Stirling Fk9, UK",,,,,,,542,43,,623.69,Green on the corroded parts. The uncorroded parts are a brighter yellow on one side than the other.,Polished with patches of corrosion,6,Weight 1 lb 6 oz (approx.) = 623.69 gms,Bronze,,Handle broken. 3 rivet holes on each side. Remains of 3 ribs on handle.,,,Joellen McGann,https://farm6.staticflickr.com/5762/23632930756_6451d96790_b.jpg,https://farm6.staticflickr.com/5762/23632930756_6451d96790_b.jpg,https://www.flickr.com/photos/115096994@N02/23632930756,superuser,SwordsPt3
BAI-50343,433,Leaf shaped sword,Bronze Age,,"Private Collection,1923,A. Henderson Bishop, Esq.,Thornton Hall, Lanarkshire,from Collection,250",Private Collection,Unprovenanced,,,,53.96,-1.0873,,,,,642,"hilt 56, 41; blade 46",,736.46,Brown slightly rubbed in places a few green stains.,,blade 7,,,,Perfect but for slight blunting of point.,,,Joellen McGann,https://farm1.staticflickr.com/706/23632926206_6cca34131b_b.jpg,https://farm1.staticflickr.com/706/23632926206_6cca34131b_b.jpg,https://www.flickr.com/photos/115096994@N02/23632926206,superuser,SwordsPt3
BAI-50344,433,Leaf shaped sword,Bronze Age,,"Private Collection,1923,A. Henderson Bishop, Esq.,Thornton Hall, Lanarkshire,from Collection Sir J.F. Clark",Private Collection,Unprovenanced,,,,53.96,-1.0873,,,,,549,hilt 55; blade 45,,773.53,Black + green stains,Bronze colour,blade 7,,,,"Hilt + point broken, one rive hole broken, one rivet remains. Edge slightly dented.",Proc. Soc. Ant. Scot. (1878,,Joellen McGann,https://farm1.staticflickr.com/591/23632925486_ff43e9856b_b.jpg,https://farm1.staticflickr.com/591/23632925486_ff43e9856b_b.jpg,https://www.flickr.com/photos/115096994@N02/23632925486,superuser,SwordsPt3
BAI-50352,433,Sword,Bronze Age,,"Sotheby's Sale, 19.11.24,658,Collection of W. J. Knowles, MRAI,of Flixton Place, Ballymena",Private Collection,Locality unknown,,,,51.5856,-0.6161,,,,,141,"blade 16, 27, 38; hilt 19",,,Greenish,Rather rough,blade 7,,,,Edge much broken. Part of blade + hilt are missing.,,,Joellen McGann,https://farm1.staticflickr.com/779/23632920216_446f5a5320_b.jpg,https://farm1.staticflickr.com/779/23632920216_446f5a5320_b.jpg,https://www.flickr.com/photos/115096994@N02/23632920216,superuser,SwordsPt3
BAI-50362,433,Sword,Bronze Age,IVa,"Ashmolean Museum, Oxford,1836, p. 122 No. 32,Given by Sir William Knatchbutt, 1746",Ashmolean Museum,"England,Wiltshire,Winterbourne Earls,Figsbury Rings",England,Wiltshire,"Figsbury Ring (e-bound), Salisbury, Wiltshire Sp4, UK",,,,,,1704,355 + 271,blade 38; handle 48.5,,609.8,Dark green patina,,8,,,,"Two low ridges on tang; centre hole on tang not perforated, though sunk on both sides. Edge much dented.",,"Described in catalogue: ""32 A brass sword found in 1704, when ploughing at Figsbury, in a great circular escarpment about 2 miles from Sarum, on the London Road, broken as it now is by the plough-share. The entrenchment on the Great Roman Causeway from Broughton to Old Sarum.""",Joellen McGann,https://farm1.staticflickr.com/624/23632915306_604db400be_b.jpg,https://farm1.staticflickr.com/624/23632915306_604db400be_b.jpg,https://www.flickr.com/photos/115096994@N02/23632915306,superuser,SwordsPt3
BAI-50271,433,Sword; Hallstatt,Bronze Age,VI,Crawley Devel. Corp.,,"England,Sussex,Crawley New Town,R. Mae - junction with Polesfleet,June 1952",England,East Sussex,"Newtown, Copthorne, Crawley, West Sussex Rh10 3lz, UK",,,,,6,1952,609.6,,,,,,,"Length: 24 "" = 609.6mm",,,Hilt broken off above shoulders.,"Suss. Notes + Queries, 13, 291.",,Joellen McGann,https://farm6.staticflickr.com/5797/23576603961_f76a548d8d_b.jpg,https://farm6.staticflickr.com/5797/23576603961_f76a548d8d_b.jpg,https://www.flickr.com/photos/115096994@N02/23576603961,superuser,SwordsPt3
BAI-50312,433,Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection, O1369",Museum of London,Locality unknown,,,,,,,,,,648,blade 35; hilt plate 55; hilt end 25,,,"Slate-greeny-brown, golden bronze shows.","Smooth, finely pitted.",blade 7,,,,6 Rivets. Blade bent near hilt.,,,Joellen McGann,https://farm1.staticflickr.com/771/23576580031_a8bd456ef1_b.jpg,https://farm1.staticflickr.com/771/23576580031_a8bd456ef1_b.jpg,https://www.flickr.com/photos/115096994@N02/23576580031,superuser,SwordsPt3
BAI-50325,433,Leaf shaped Sword,Bronze Age,,"Mus. London,Brentford Public Library,Layton Collection,01383",Museum of London,Locality unknown,,,,,,,,,,207,blade 30.5; hilt plate 50,,,Pale greenish + dark brown - with traces of black.,Smooth brownish bronze + lighter bronze. A little light earth shows.,blade 7 1/8,,,,Bent near broken blade end. 2 rivet holes.,,,Joellen McGann,https://farm1.staticflickr.com/685/23576572981_6d3a9582ef_b.jpg,https://farm1.staticflickr.com/685/23576572981_6d3a9582ef_b.jpg,https://www.flickr.com/photos/115096994@N02/23576572981,superuser,SwordsPt3
BAI-50337,433,Sword,Bronze Age,Cast Bronze Hilt,"Alnwick Castle, No. 234",Alnwick Castle,"England,Yorkshire",England,West Riding of Yorkshire,"York, York, York, UK",53.9590555,-1.0815361,,,,,730,69,,1020,Bronze,Smooth,10,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5749/23576567171_599d446047_b.jpg,https://farm6.staticflickr.com/5749/23576567171_599d446047_b.jpg,https://www.flickr.com/photos/115096994@N02/23576567171,superuser,SwordsPt3
BAI-50341,433,Leaf shaped sword,Bronze Age,,"Private collection,1923,A Henderson Bishop, Esq.,Thornton Hall, Lanarkshire,from Collection,184",Private Collection,Unprovenanced,,,,53.96,-1.0873,,,,,630,blade 44; hilt 55,,715.82,slight black + green stains.,dull metallic brown colour.,blade 7,,,,Edge dented slightly - point slightly bent.,,,Joellen McGann,https://farm6.staticflickr.com/5754/23576564711_8099db8051_b.jpg,https://farm6.staticflickr.com/5754/23576564711_8099db8051_b.jpg,https://www.flickr.com/photos/115096994@N02/23576564711,superuser,SwordsPt3
BAI-50351,433,Sword Blade (portion); ?hilt frag.,Bronze Age,,"Private Collection,Walter Holloway, Esq.,5 Highcroft Villas, Brighton,23.7.20",Private Collection,Unprovenanced,,,,51.5856,-0.6161,,,,,130,"20.5, 26, 33",,99.22,"A very little black patina at one edge, the remainder not patinated.","Fairly smooth. Dark blackish green colour, a little pitted on one side. Some brown earth adhering.",7.5,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5730/23576557051_ecd1469f3f_b.jpg,https://farm6.staticflickr.com/5730/23576557051_ecd1469f3f_b.jpg,https://www.flickr.com/photos/115096994@N02/23576557051,superuser,SwordsPt3
BAI-50359,433,Sword,Bronze Age,Var.,"Warwick Museum,No. 97,Labelled: Ancient British Bronze Swords, Meriden, presented by the Earl of Aylesford",Warwick Museum,"England,Warwickshire,Meriden",England,Warwickshire,"Meriden, Coventry, West Midlands, UK",52.423357500000000,-1.4380371939769100,,,,,527,"40, 22, 36",,,"Here and there are patches of the original surface patina other patches of the surface are eaten to a considerable + uniform depth ""etched"" away as it were",,,,Bronze,,No data,,,Joellen McGann,https://farm1.staticflickr.com/644/23576553401_cefe6c566b_b.jpg,https://farm1.staticflickr.com/644/23576553401_cefe6c566b_b.jpg,https://www.flickr.com/photos/115096994@N02/23576553401,superuser,SwordsPt3
